user_id,date,amount,description,category,payment_mode
17,2022-01-22,2344.17,Unacademy subscription,Education,Credit Card
13,2022-01-22,8269.66,Air India ticket,Travel,UPI
17,2022-01-22,500.12,exam fee,Education,Credit Card
18,2022-01-22,2000.1,college mess fee,Food,UPI
17,2022-01-22,315.07,laundry service,Miscellaneous,Net Banking
5,2022-01-22,7486.81,LIC premium,Investments,Debit Card
6,2022-01-22,1289.15,BESCOM electricity bill,Utilities,Net Banking
6,2022-01-22,2493.62,Ajio fashion,Shopping,Debit Card
9,2022-01-22,142.54,BWSSB water bill,Utilities,Debit Card
10,2022-01-22,12433.95,Air India ticket,Travel,Credit Card
13,2022-01-22,2740.3,Groww SIP,Investments,UPI
3,2022-01-22,4491.48,Airbnb stay,Travel,Cash
13,2022-01-22,3518.31,Air India ticket,Travel,Net Banking
4,2022-01-22,6302.72,PPF deposit,Investments,UPI
6,2022-01-22,119.0,Spotify premium,Entertainment,Cash
1,2022-01-22,122.82,biryani house,Food,Debit Card
4,2022-01-22,98.59,canteen lunch,Food,Net Banking
1,2022-01-22,1040.04,gas cylinder booking,Utilities,Credit Card
11,2022-01-22,1956.01,OYO hotel booking,Travel,Credit Card
1,2022-01-22,357.25,Hotstar subscription,Entertainment,Cash
18,2022-01-22,213.66,gaming café,Entertainment,Net Banking
4,2022-01-22,991.48,gas cylinder booking,Utilities,UPI
10,2022-01-22,1252.27,IRCTC train ticket,Transport,Net Banking
18,2022-01-22,417.52,laundry service,Miscellaneous,Debit Card
19,2022-01-22,208.34,Domino's pizza,Food,Debit Card
3,2022-01-22,253.17,Ola cab,Transport,UPI
16,2022-01-22,293.54,BWSSB water bill,Utilities,Credit Card
13,2022-01-22,480.05,Netflix subscription,Entertainment,UPI
20,2022-01-22,3384.88,Zerodha brokerage,Investments,UPI
15,2022-01-22,256.75,Jio recharge,Utilities,Credit Card
16,2022-01-22,62.18,Rapido bike,Transport,Debit Card
17,2022-01-22,1943.61,Amazon purchase,Shopping,Debit Card
4,2022-01-22,2302.74,Manipal Hospital bill,Healthcare,Credit Card
6,2022-01-22,590.62,mobile repair,Miscellaneous,UPI
4,2022-01-22,360.43,Domino's pizza,Food,Debit Card
6,2022-01-22,761.68,ACT Fibernet,Utilities,UPI
19,2022-01-22,905.05,gas cylinder booking,Utilities,Debit Card
4,2022-01-22,419.51,BSNL broadband,Utilities,UPI
7,2022-01-22,31674.88,fixed deposit SBI,Investments,Credit Card
10,2022-01-22,52.33,toll payment fastag,Transport,Cash
16,2022-01-22,256.02,Haldiram snacks,Food,Credit Card
18,2022-01-22,717.02,doctor consultation,Healthcare,Credit Card
9,2022-01-23,387.98,McDonald's,Food,Net Banking
20,2022-01-23,875.69,unknown merchant,Miscellaneous,Credit Card
17,2022-01-23,298.47,gaming café,Entertainment,UPI
3,2022-01-23,228.8,BWSSB water bill,Utilities,Debit Card
15,2022-01-23,1666.11,Airbnb stay,Travel,Debit Card
15,2022-01-23,1131.08,gift purchase,Miscellaneous,Debit Card
17,2022-01-23,590.49,Hotstar subscription,Entertainment,Credit Card
2,2022-01-23,168.84,metro card recharge,Transport,Cash
3,2022-01-23,9068.77,PPF deposit,Investments,Net Banking
18,2022-01-23,599.64,ACT Fibernet,Utilities,UPI
13,2022-01-23,1021.49,BigBasket order,Shopping,UPI
10,2022-01-23,775.21,exam fee,Education,Net Banking
7,2022-01-23,1356.51,IRCTC train ticket,Transport,UPI
2,2022-01-23,807.19,donation charity,Miscellaneous,UPI
13,2022-01-23,1098.37,BBMP property tax,Utilities,Debit Card
5,2022-01-23,174.08,unknown merchant,Miscellaneous,Cash
16,2022-01-23,548.72,donation charity,Miscellaneous,Debit Card
9,2022-01-23,542.1,Netflix subscription,Entertainment,Net Banking
14,2022-01-23,154.29,newspaper subscription,Miscellaneous,Credit Card
13,2022-01-23,691.81,doctor consultation,Healthcare,Net Banking
17,2022-01-23,35.73,tea and snacks,Food,Debit Card
10,2022-01-23,84.96,parking charges,Transport,Debit Card
19,2022-01-23,134.01,newspaper subscription,Miscellaneous,Net Banking
1,2022-01-23,385.39,Ola cab,Transport,Debit Card
5,2022-01-23,179.0,Amazon Prime,Entertainment,Credit Card
3,2022-01-23,658.99,BookMyShow event,Entertainment,UPI
9,2022-01-23,520.01,travel insurance,Travel,Credit Card
12,2022-01-23,119.0,Spotify premium,Entertainment,Debit Card
6,2022-01-23,1026.99,Decathlon sports,Shopping,Credit Card
11,2022-01-23,1419.98,exam fee,Education,Cash
10,2022-01-23,375.62,gaming café,Entertainment,UPI
14,2022-01-23,1180.48,textbook Amazon,Education,Debit Card
5,2022-01-23,1611.58,exam fee,Education,Credit Card
19,2022-01-23,5024.63,IndiGo flight,Travel,Debit Card
1,2022-01-23,721.52,unknown merchant,Miscellaneous,Cash
18,2022-01-23,1554.25,Flipkart order,Shopping,UPI
17,2022-01-23,962.56,Blinkit order,Shopping,UPI
4,2022-01-23,1647.1,Coursera subscription,Education,Debit Card
19,2022-01-23,576.69,BSNL broadband,Utilities,Credit Card
3,2022-01-23,1698.47,MakeMyTrip hotel,Travel,Net Banking
19,2022-01-23,776.45,Airtel postpaid,Utilities,Net Banking
13,2022-01-23,1786.32,mutual fund SIP HDFC,Investments,Net Banking
4,2022-01-23,1962.22,Myntra clothes,Shopping,Debit Card
15,2022-01-23,944.03,travel insurance,Travel,Net Banking
12,2022-01-23,3668.98,PPF deposit,Investments,UPI
18,2022-01-23,234.42,breakfast at hotel,Food,Debit Card
13,2022-01-23,40215.18,gold purchase,Investments,Cash
12,2022-01-23,564.48,BSNL broadband,Utilities,UPI
9,2022-01-23,93.0,newspaper subscription,Miscellaneous,Credit Card
4,2022-01-23,65.51,notebook purchase,Education,Debit Card
7,2022-01-24,236.05,Flipkart order,Shopping,Net Banking
6,2022-01-24,35.09,notebook purchase,Education,UPI
15,2022-01-24,6376.68,Goibibo trip,Travel,Net Banking
14,2022-01-24,2673.62,Groww SIP,Investments,Debit Card
1,2022-01-24,822.8,Blinkit order,Shopping,Cash
19,2022-01-24,1751.42,Amazon purchase,Shopping,UPI
17,2022-01-24,322.86,Blinkit order,Shopping,Debit Card
16,2022-01-24,179.0,Amazon Prime,Entertainment,Credit Card
12,2022-01-24,295.47,eye checkup,Healthcare,UPI
10,2022-01-24,540.32,mobile repair,Miscellaneous,Net Banking
6,2022-01-24,3906.33,mutual fund SIP HDFC,Investments,Debit Card
18,2022-01-24,160.48,Haldiram snacks,Food,UPI
12,2022-01-24,544.43,Jio recharge,Utilities,Net Banking
6,2022-01-24,361.23,Flipkart order,Shopping,Net Banking
19,2022-01-24,1298.16,Udemy course,Education,Debit Card
15,2022-01-24,1430.47,Apollo pharmacy,Healthcare,Net Banking
12,2022-01-24,1073.84,Coursera subscription,Education,Net Banking
16,2022-01-24,228.57,Ola cab,Transport,UPI
7,2022-01-24,703.79,Amazon purchase,Shopping,Debit Card
20,2022-01-24,1341.04,Ajio fashion,Shopping,Net Banking
17,2022-01-24,989.69,Amazon purchase,Shopping,Debit Card
9,2022-01-24,479.04,Nykaa cosmetics,Shopping,Cash
2,2022-01-24,156.91,unknown merchant,Miscellaneous,UPI
15,2022-01-24,427.84,Uber ride,Transport,Credit Card
20,2022-01-24,30.74,Rapido bike,Transport,Credit Card
15,2022-01-24,489.16,unknown merchant,Miscellaneous,Net Banking
13,2022-01-24,1476.98,Apollo pharmacy,Healthcare,UPI
9,2022-01-24,809.67,textbook Amazon,Education,Cash
9,2022-01-24,303.61,Zomato delivery,Food,Debit Card
12,2022-01-24,548.84,Jio recharge,Utilities,Credit Card
4,2022-01-24,1019.66,gas cylinder booking,Utilities,Credit Card
12,2022-01-24,66.22,Rapido bike,Transport,UPI
20,2022-01-24,3195.94,Zerodha brokerage,Investments,Credit Card
7,2022-01-24,586.76,Blinkit order,Shopping,UPI
10,2022-01-24,936.15,gas cylinder booking,Utilities,Credit Card
3,2022-01-24,316.16,Ola cab,Transport,Credit Card
16,2022-01-24,70.1,newspaper subscription,Miscellaneous,Net Banking
15,2022-01-24,2178.65,mutual fund SIP HDFC,Investments,Net Banking
8,2022-01-24,119.98,Haldiram snacks,Food,UPI
6,2022-01-24,2481.44,Decathlon sports,Shopping,UPI
4,2022-01-24,3311.06,NPS contribution,Investments,Cash
6,2022-01-24,522.32,ACT Fibernet,Utilities,Debit Card
15,2022-01-24,1258.86,BBMP property tax,Utilities,UPI
9,2022-01-25,461.08,Practo consultation,Healthcare,Debit Card
13,2022-01-25,86.09,Namma Yatri ride,Transport,Net Banking
1,2022-01-25,190.89,gaming café,Entertainment,Debit Card
20,2022-01-25,509.14,PVR movie ticket,Entertainment,Credit Card
18,2022-01-25,2582.87,college mess fee,Food,Debit Card
1,2022-01-25,521.97,PVR movie ticket,Entertainment,UPI
17,2022-01-25,609.64,unknown merchant,Miscellaneous,Credit Card
11,2022-01-25,290.46,Netflix subscription,Entertainment,Debit Card
1,2022-01-25,4589.04,IndiGo flight,Travel,Debit Card
5,2022-01-25,163.56,stationery Natraj,Education,Net Banking
7,2022-01-25,40914.09,fixed deposit SBI,Investments,UPI
9,2022-01-25,813.81,gift purchase,Miscellaneous,Credit Card
17,2022-01-25,1289.67,Udemy course,Education,Cash
5,2022-01-25,35.11,Rapido bike,Transport,Cash
18,2022-01-25,1478.52,Apollo pharmacy,Healthcare,Cash
4,2022-01-25,477.39,BMTC bus pass,Transport,Credit Card
19,2022-01-25,1408.3,Barbeque Nation,Food,UPI
16,2022-01-25,135.37,Café Coffee Day,Food,Debit Card
6,2022-01-25,4512.82,NPS contribution,Investments,Debit Card
6,2022-01-25,347.01,Hotstar subscription,Entertainment,Net Banking
12,2022-01-25,406.98,Netflix subscription,Entertainment,UPI
12,2022-01-25,802.42,donation charity,Miscellaneous,UPI
8,2022-01-25,7038.83,coaching institute fee,Education,Credit Card
20,2022-01-25,1391.81,mutual fund SIP HDFC,Investments,Cash
6,2022-01-25,2242.2,Unacademy subscription,Education,Net Banking
10,2022-01-25,47832.86,gold purchase,Investments,Debit Card
15,2022-01-25,158.97,notebook purchase,Education,Cash
1,2022-01-25,913.26,gas cylinder booking,Utilities,Credit Card
4,2022-01-25,554.67,eye checkup,Healthcare,Net Banking
14,2022-01-25,33.15,auto rickshaw,Transport,Net Banking
2,2022-01-25,503.22,eye checkup,Healthcare,Credit Card
14,2022-01-25,769.75,Airtel postpaid,Utilities,Cash
6,2022-01-25,228.92,local restaurant bill,Food,Cash
20,2022-01-25,1003.76,Udemy course,Education,UPI
12,2022-01-25,2423.09,IndiGo flight,Travel,UPI
1,2022-01-25,672.04,Airtel postpaid,Utilities,UPI
11,2022-01-25,397.2,Zomato delivery,Food,Net Banking
7,2022-01-25,2082.96,OYO hotel booking,Travel,UPI
4,2022-01-25,267.97,Netflix subscription,Entertainment,UPI
13,2022-01-25,214.16,stationery Natraj,Education,Net Banking
8,2022-01-25,1332.43,NPS contribution,Investments,Net Banking
13,2022-01-25,1285.34,Steam game purchase,Entertainment,Debit Card
9,2022-01-25,1006.75,mobile repair,Miscellaneous,Cash
10,2022-01-25,425.61,Blinkit order,Shopping,UPI
20,2022-01-25,835.76,petrol HP pump,Transport,UPI
6,2022-01-25,410.17,McDonald's,Food,Credit Card
5,2022-01-25,2283.28,Flipkart order,Shopping,UPI
7,2022-01-25,4138.1,coaching institute fee,Education,Cash
1,2022-01-25,769.55,Meesho order,Shopping,UPI
15,2022-01-25,235.13,PVR movie ticket,Entertainment,Credit Card
9,2022-01-25,18912.69,gold purchase,Investments,Cash
7,2022-01-25,225.66,laundry service,Miscellaneous,Net Banking
14,2022-01-25,2670.71,Manipal Hospital bill,Healthcare,UPI
7,2022-01-25,1403.38,Myntra clothes,Shopping,Credit Card
4,2022-01-26,1962.05,NPS contribution,Investments,Cash
9,2022-01-26,328.58,BookMyShow event,Entertainment,Credit Card
8,2022-01-26,31725.77,college fee,Education,Credit Card
7,2022-01-26,366.31,MedPlus medicines,Healthcare,UPI
1,2022-01-26,881.06,ACT Fibernet,Utilities,Debit Card
1,2022-01-26,99.55,Rapido bike,Transport,Net Banking
11,2022-01-26,2842.36,college mess fee,Food,Cash
2,2022-01-26,644.22,diagnostic lab test,Healthcare,Net Banking
14,2022-01-26,3023.86,Zerodha brokerage,Investments,Debit Card
2,2022-01-26,3695.3,ATM withdrawal,Miscellaneous,Debit Card
20,2022-01-26,376.73,Airtel postpaid,Utilities,Net Banking
16,2022-01-26,566.61,eye checkup,Healthcare,Net Banking
8,2022-01-26,987.57,BookMyShow event,Entertainment,Cash
2,2022-01-26,131.76,biryani house,Food,Credit Card
19,2022-01-26,375.52,Hotstar subscription,Entertainment,Cash
14,2022-01-26,920.46,gas cylinder booking,Utilities,Net Banking
7,2022-01-26,1291.97,train travel IRCTC,Travel,Cash
17,2022-01-26,134.6,Uber ride,Transport,Credit Card
6,2022-01-26,901.29,Nykaa cosmetics,Shopping,Net Banking
17,2022-01-26,157.33,Haldiram snacks,Food,UPI
2,2022-01-26,326.83,BWSSB water bill,Utilities,UPI
18,2022-01-26,86.3,auto rickshaw,Transport,Debit Card
20,2022-01-26,179.0,Amazon Prime,Entertainment,Cash
5,2022-01-26,718.63,ACT Fibernet,Utilities,UPI
13,2022-01-26,2293.56,train travel IRCTC,Travel,Credit Card
3,2022-01-26,153.38,Haldiram snacks,Food,Cash
11,2022-01-26,499.35,donation charity,Miscellaneous,UPI
16,2022-01-26,536.84,textbook Amazon,Education,Credit Card
15,2022-01-26,211.75,Blinkit order,Shopping,Credit Card
1,2022-01-26,1490.53,BESCOM electricity bill,Utilities,Credit Card
18,2022-01-26,119.0,Spotify premium,Entertainment,Cash
5,2022-01-26,222.08,vitamin supplements,Healthcare,Cash
2,2022-01-26,446.71,eye checkup,Healthcare,Credit Card
13,2022-01-26,369.46,haircut salon,Miscellaneous,Cash
5,2022-01-26,9721.06,IndiGo flight,Travel,Cash
14,2022-01-26,25153.36,college fee,Education,Cash
16,2022-01-26,481.32,Pizza Hut,Food,Net Banking
17,2022-01-26,1452.29,Apollo pharmacy,Healthcare,Net Banking
16,2022-01-26,9013.91,Goibibo trip,Travel,Credit Card
20,2022-01-26,28882.98,college fee,Education,Cash
16,2022-01-26,705.37,travel insurance,Travel,Credit Card
15,2022-01-26,5258.7,IndiGo flight,Travel,Debit Card
19,2022-01-26,2638.22,Decathlon sports,Shopping,Debit Card
18,2022-01-27,429.33,laundry service,Miscellaneous,Credit Card
6,2022-01-27,626.93,BigBasket order,Shopping,Cash
4,2022-01-27,853.63,Nykaa cosmetics,Shopping,Net Banking
16,2022-01-27,1271.68,D-Mart grocery,Shopping,UPI
14,2022-01-27,1767.95,mutual fund SIP HDFC,Investments,Cash
6,2022-01-27,256.59,Meesho order,Shopping,Debit Card
2,2022-01-27,2279.82,Unacademy subscription,Education,Net Banking
6,2022-01-27,161.04,YouTube Premium,Entertainment,Credit Card
14,2022-01-27,84.72,parking charges,Transport,Debit Card
6,2022-01-27,224.04,vitamin supplements,Healthcare,Net Banking
14,2022-01-27,2506.07,Amazon purchase,Shopping,UPI
6,2022-01-27,76.16,parking charges,Transport,Net Banking
17,2022-01-27,2185.94,Unacademy subscription,Education,Net Banking
19,2022-01-27,1445.35,IRCTC train ticket,Transport,UPI
8,2022-01-27,6490.99,Air India ticket,Travel,Net Banking
6,2022-01-27,9124.45,Zerodha brokerage,Investments,Net Banking
3,2022-01-27,252.19,Flipkart order,Shopping,UPI
16,2022-01-27,1394.79,D-Mart grocery,Shopping,Net Banking
16,2022-01-27,498.36,KFC bucket,Food,Cash
9,2022-01-27,2961.53,PPF deposit,Investments,Debit Card
15,2022-01-27,1862.37,Ajio fashion,Shopping,UPI
18,2022-01-27,7686.99,LIC premium,Investments,Cash
1,2022-01-27,215.44,gaming café,Entertainment,Cash
17,2022-01-27,2395.98,OYO hotel booking,Travel,Net Banking
4,2022-01-27,576.18,Hotstar subscription,Entertainment,Net Banking
18,2022-01-27,179.0,Amazon Prime,Entertainment,Net Banking
2,2022-01-27,122.16,Café Coffee Day,Food,Credit Card
16,2022-01-27,119.0,Spotify premium,Entertainment,Debit Card
7,2022-01-27,32.86,notebook purchase,Education,Net Banking
20,2022-01-27,38.59,tea and snacks,Food,Cash
12,2022-01-27,263.46,Nykaa cosmetics,Shopping,Credit Card
4,2022-01-27,6987.16,Zerodha brokerage,Investments,Credit Card
14,2022-01-27,744.33,Myntra clothes,Shopping,Net Banking
19,2022-01-27,39.5,Rapido bike,Transport,Cash
15,2022-01-27,392.88,laundry service,Miscellaneous,Debit Card
5,2022-01-27,305.48,laundry service,Miscellaneous,Credit Card
12,2022-01-27,13758.92,Air India ticket,Travel,UPI
19,2022-01-27,651.19,OYO hotel booking,Travel,Net Banking
18,2022-01-27,1044.87,mobile repair,Miscellaneous,Credit Card
10,2022-01-27,228.96,Zomato delivery,Food,Net Banking
18,2022-01-27,3633.19,train travel IRCTC,Travel,Debit Card
4,2022-01-27,717.29,donation charity,Miscellaneous,Cash
3,2022-01-27,1420.06,BookMyShow event,Entertainment,Credit Card
3,2022-01-27,47734.63,college fee,Education,Debit Card
11,2022-01-27,129.57,YouTube Premium,Entertainment,Debit Card
18,2022-01-27,204.88,Café Coffee Day,Food,Net Banking
19,2022-01-27,46121.27,fixed deposit SBI,Investments,Cash
15,2022-01-27,1029.9,travel insurance,Travel,Credit Card
2,2022-01-27,137.89,MedPlus medicines,Healthcare,Debit Card
18,2022-01-27,1129.43,Steam game purchase,Entertainment,Net Banking
14,2022-01-27,797.83,Amazon purchase,Shopping,Net Banking
5,2022-01-27,1885.26,BESCOM electricity bill,Utilities,Credit Card
8,2022-01-27,2204.72,Amazon purchase,Shopping,Net Banking
11,2022-01-27,1405.69,Nykaa cosmetics,Shopping,Cash
7,2022-01-27,672.56,Blinkit order,Shopping,Net Banking
19,2022-01-27,1495.47,exam fee,Education,Credit Card
2,2022-01-27,1659.72,Myntra clothes,Shopping,Credit Card
8,2022-01-27,2041.59,BBMP property tax,Utilities,Net Banking
17,2022-01-28,1004.96,BookMyShow event,Entertainment,Credit Card
4,2022-01-28,509.36,ACT Fibernet,Utilities,UPI
5,2022-01-28,179.0,Amazon Prime,Entertainment,UPI
14,2022-01-28,1180.0,BookMyShow event,Entertainment,UPI
19,2022-01-28,277.64,laundry service,Miscellaneous,Debit Card
4,2022-01-28,60.59,Rapido bike,Transport,UPI
1,2022-01-28,742.22,Airtel postpaid,Utilities,Cash
14,2022-01-28,1410.08,BESCOM electricity bill,Utilities,UPI
7,2022-01-28,685.86,BookMyShow event,Entertainment,Credit Card
17,2022-01-28,528.99,textbook Amazon,Education,UPI
14,2022-01-28,226.25,vitamin supplements,Healthcare,Net Banking
1,2022-01-28,128.94,auto rickshaw,Transport,UPI
6,2022-01-28,599.51,eye checkup,Healthcare,Net Banking
1,2022-01-28,755.49,Swiggy order,Food,UPI
17,2022-01-28,1487.23,Ajio fashion,Shopping,Net Banking
19,2022-01-28,2039.89,BBMP property tax,Utilities,Cash
16,2022-01-28,2487.19,Flipkart order,Shopping,Debit Card
10,2022-01-28,883.04,gas cylinder booking,Utilities,Cash
12,2022-01-28,487.16,haircut salon,Miscellaneous,Cash
20,2022-01-28,670.99,donation charity,Miscellaneous,Debit Card
12,2022-01-28,471.0,textbook Amazon,Education,Debit Card
13,2022-01-28,1105.07,dental clinic,Healthcare,Credit Card
8,2022-01-28,534.99,eye checkup,Healthcare,UPI
18,2022-01-28,257.06,Meesho order,Shopping,Net Banking
16,2022-01-28,2424.57,NPS contribution,Investments,Debit Card
11,2022-01-28,703.72,Udemy course,Education,Credit Card
3,2022-01-28,847.32,Blinkit order,Shopping,Net Banking
9,2022-01-28,282.02,BWSSB water bill,Utilities,UPI
8,2022-01-28,609.36,Zomato delivery,Food,UPI
1,2022-01-28,4842.14,ATM withdrawal,Miscellaneous,UPI
11,2022-01-28,774.44,Pizza Hut,Food,Net Banking
14,2022-01-28,169.36,BWSSB water bill,Utilities,Credit Card
8,2022-01-28,2208.67,Amazon purchase,Shopping,Debit Card
5,2022-01-28,215.83,Amazon purchase,Shopping,Net Banking
8,2022-01-28,1331.7,travel insurance,Travel,UPI
8,2022-01-28,104.68,haircut salon,Miscellaneous,Credit Card
5,2022-01-28,8571.22,IndiGo flight,Travel,Debit Card
13,2022-01-28,1193.79,D-Mart grocery,Shopping,Net Banking
2,2022-01-28,1289.91,petrol HP pump,Transport,Debit Card
15,2022-01-28,430.79,laundry service,Miscellaneous,Net Banking
10,2022-01-28,172.99,YouTube Premium,Entertainment,Net Banking
20,2022-01-28,953.46,gas cylinder booking,Utilities,Credit Card
6,2022-01-28,870.4,donation charity,Miscellaneous,Credit Card
5,2022-01-28,8548.12,IndiGo flight,Travel,Credit Card
16,2022-01-28,87.05,stationery Natraj,Education,Cash
1,2022-01-28,1660.87,petrol HP pump,Transport,Cash
5,2022-01-28,1947.09,exam fee,Education,Cash
12,2022-01-28,800.43,ACT Fibernet,Utilities,Cash
3,2022-01-28,2068.62,Amazon purchase,Shopping,UPI
4,2022-01-28,192.1,Café Coffee Day,Food,Cash
3,2022-01-28,4762.74,NPS contribution,Investments,Debit Card
18,2022-01-28,2341.37,Amazon purchase,Shopping,Cash
15,2022-01-28,311.92,BMTC bus pass,Transport,Credit Card
6,2022-01-28,31.66,tea and snacks,Food,Net Banking
12,2022-01-28,1101.34,Unacademy subscription,Education,UPI
6,2022-01-28,740.4,donation charity,Miscellaneous,Credit Card
19,2022-01-28,834.07,Hotstar subscription,Entertainment,Cash
8,2022-01-28,564.65,vitamin supplements,Healthcare,Cash
10,2022-01-28,246.39,Namma Yatri ride,Transport,Net Banking
11,2022-01-28,146.33,newspaper subscription,Miscellaneous,Cash
18,2022-01-29,2008.1,Flipkart order,Shopping,Debit Card
10,2022-01-29,27046.09,college fee,Education,Cash
1,2022-01-29,796.94,vitamin supplements,Healthcare,UPI
18,2022-01-29,1379.83,Barbeque Nation,Food,Debit Card
4,2022-01-29,859.44,travel insurance,Travel,Credit Card
8,2022-01-29,562.93,BSNL broadband,Utilities,Debit Card
19,2022-01-29,241.4,Blinkit order,Shopping,UPI
2,2022-01-29,1001.55,mobile repair,Miscellaneous,Net Banking
14,2022-01-29,886.24,Apollo pharmacy,Healthcare,Cash
5,2022-01-29,1901.15,NPS contribution,Investments,Cash
13,2022-01-29,241.66,Swiggy order,Food,UPI
12,2022-01-29,328.62,eye checkup,Healthcare,Cash
19,2022-01-29,2591.87,college mess fee,Food,Cash
17,2022-01-29,1310.02,IRCTC train ticket,Transport,Cash
9,2022-01-29,345.13,BookMyShow event,Entertainment,Credit Card
5,2022-01-29,4885.0,MakeMyTrip hotel,Travel,UPI
3,2022-01-29,265.04,BMTC bus pass,Transport,Debit Card
11,2022-01-29,119.0,Spotify premium,Entertainment,Debit Card
10,2022-01-29,871.13,diagnostic lab test,Healthcare,Credit Card
9,2022-01-29,1170.78,Groww SIP,Investments,Cash
12,2022-01-29,1365.35,Apollo pharmacy,Healthcare,Debit Card
19,2022-01-29,7835.7,Zerodha brokerage,Investments,Cash
16,2022-01-29,441.39,Netflix subscription,Entertainment,Cash
2,2022-01-29,1238.12,diagnostic lab test,Healthcare,UPI
17,2022-01-29,1371.23,dental clinic,Healthcare,Net Banking
2,2022-01-29,2158.37,Unacademy subscription,Education,Net Banking
14,2022-01-29,588.85,Meesho order,Shopping,Cash
8,2022-01-29,179.0,Amazon Prime,Entertainment,Net Banking
19,2022-01-29,1087.85,PPF deposit,Investments,Net Banking
18,2022-01-29,555.58,doctor consultation,Healthcare,UPI
11,2022-01-29,305.21,BMTC bus pass,Transport,UPI
20,2022-01-29,1137.66,Unacademy subscription,Education,Cash
12,2022-01-29,1469.33,Barbeque Nation,Food,Credit Card
4,2022-01-29,1002.84,Groww SIP,Investments,Cash
12,2022-01-29,1089.58,Ajio fashion,Shopping,Credit Card
17,2022-01-29,830.05,Myntra clothes,Shopping,Net Banking
14,2022-01-29,918.95,dental clinic,Healthcare,Net Banking
16,2022-01-29,382.1,INOX ticket,Entertainment,Credit Card
19,2022-01-29,154.9,YouTube Premium,Entertainment,UPI
6,2022-01-29,297.14,stationery Natraj,Education,Cash
19,2022-01-29,2377.31,Flipkart order,Shopping,Net Banking
20,2022-01-29,534.95,Domino's pizza,Food,Credit Card
5,2022-01-29,1218.38,Udemy course,Education,Debit Card
6,2022-01-29,33366.8,college fee,Education,Credit Card
20,2022-01-29,3087.18,Goibibo trip,Travel,Net Banking
5,2022-01-29,319.44,gaming café,Entertainment,Net Banking
18,2022-01-29,326.83,Pizza Hut,Food,Net Banking
17,2022-01-29,1539.69,diagnostic lab test,Healthcare,Cash
19,2022-01-29,97.11,notebook purchase,Education,Cash
20,2022-01-29,1280.08,Apollo pharmacy,Healthcare,Net Banking
13,2022-01-29,2850.49,Amazon purchase,Shopping,Credit Card
7,2022-01-29,4709.04,BBMP property tax,Utilities,Debit Card
3,2022-01-30,88.94,local restaurant bill,Food,Debit Card
2,2022-01-30,425.55,laundry service,Miscellaneous,Debit Card
14,2022-01-30,5775.28,PPF deposit,Investments,Cash
19,2022-01-30,1265.6,Flipkart order,Shopping,Debit Card
4,2022-01-30,851.82,petrol HP pump,Transport,Credit Card
2,2022-01-30,128.77,BWSSB water bill,Utilities,Credit Card
13,2022-01-30,1809.03,BESCOM electricity bill,Utilities,Net Banking
14,2022-01-30,365.46,eye checkup,Healthcare,UPI
20,2022-01-30,1965.07,petrol HP pump,Transport,Cash
20,2022-01-30,164.55,BWSSB water bill,Utilities,Credit Card
17,2022-01-30,360.01,vitamin supplements,Healthcare,Net Banking
10,2022-01-30,256.24,donation charity,Miscellaneous,Debit Card
15,2022-01-30,577.88,eye checkup,Healthcare,Cash
15,2022-01-30,238.13,Practo consultation,Healthcare,UPI
16,2022-01-30,438.6,BSNL broadband,Utilities,Credit Card
15,2022-01-30,121.04,Namma Yatri ride,Transport,Net Banking
13,2022-01-30,518.01,doctor consultation,Healthcare,Cash
8,2022-01-30,398.86,doctor consultation,Healthcare,Cash
5,2022-01-30,477.24,McDonald's,Food,Credit Card
7,2022-01-30,548.1,Myntra clothes,Shopping,UPI
8,2022-01-30,1226.57,Steam game purchase,Entertainment,Net Banking
15,2022-01-30,415.59,eye checkup,Healthcare,Debit Card
20,2022-01-30,1360.52,exam fee,Education,Net Banking
2,2022-01-30,2771.88,college mess fee,Food,Credit Card
8,2022-01-30,3916.9,MakeMyTrip hotel,Travel,UPI
18,2022-01-30,6501.81,PPF deposit,Investments,Debit Card
20,2022-01-30,179.0,Amazon Prime,Entertainment,Cash
7,2022-01-30,195.64,Jio recharge,Utilities,Cash
19,2022-01-30,522.21,INOX ticket,Entertainment,Credit Card
7,2022-01-30,529.76,ACT Fibernet,Utilities,UPI
7,2022-01-30,646.17,IRCTC train ticket,Transport,Cash
19,2022-01-30,1175.26,BESCOM electricity bill,Utilities,Credit Card
3,2022-01-30,445.02,BESCOM electricity bill,Utilities,Cash
10,2022-01-30,828.11,Ajio fashion,Shopping,Credit Card
2,2022-01-30,764.64,Hotstar subscription,Entertainment,UPI
5,2022-01-30,1768.03,Myntra clothes,Shopping,Net Banking
9,2022-01-30,1855.03,Steam game purchase,Entertainment,Cash
17,2022-01-30,590.29,Jio recharge,Utilities,Cash
19,2022-01-30,558.09,Airtel postpaid,Utilities,UPI
16,2022-01-30,419.17,Practo consultation,Healthcare,Cash
12,2022-01-30,152.98,Swiggy order,Food,UPI
17,2022-01-30,611.32,Blinkit order,Shopping,Net Banking
8,2022-01-30,1779.55,Groww SIP,Investments,Debit Card
3,2022-01-31,727.65,Groww SIP,Investments,UPI
8,2022-01-31,324.65,local restaurant bill,Food,Debit Card
1,2022-01-31,217.96,haircut salon,Miscellaneous,UPI
